ship_name,id,title,category,comment
739,935,Blind intersection,General,"It is an accident waiting to happen. You cannot see up Derwent Pde. when coming out of Hilltop Ave. It is really scary if you are needing to turn right, as you are basically turning blind. IF A SPEED HUMP WERE PLACED ON DERWENT PDE. JUST BEFORE HILLTOP AVE IT WOULD MAKE IT MUCH SAFER. Thank you very much for fixing the previous Rd we advised you about. I am sure that there are many thankful motorists as a result of the action taken almost immediately and that was erecting No Stopping signs during peek hours along Bungarribee Rd between Resevoir and Flushcombe Rd. The traffic has improved out of sight in peek hour as a result of this. Thank you very much."
740,937,Footpath dangerously close to road,General,"When travelling along the footpath at the Jetty Foreshores, heading south, you make a sharp left hand turn to follow the path towards the boat ramp. At this bend the road is very close with no barrier or boundary between. If you take the corner a bit wide, due to others using the path, bike riders etc, you could find yourself on the road where cars cut the corner. I have stopped taking my grandchildren on their bikes to this area for this reason. I would like to see some sort of barrier to keep the children safe. Thanks"
741,938,Unsafe speed,General,"Many drivers use this street as a link between bush land dr and Cowper st, with majority travelling well above the speed limit, making it very dangerous for children and elderly especially as no footpaths. Speed humps would be a good deter ant for these persons."
742,939,Potholes,General,"Potholes are becoming an issue for my street, I am on the main road and even after repair potholes become prevalent because it has such a high volume of traffic 24/7 there is a pothole forming in the middle of the lane near my driveway not to mention other potholes forming along Donnelly Road, the trucks are the main issue tearing it up, as its a main road it needs to n better sealed as every time we get rain it starts forming potholes again."
743,94,Dead Tree,General,"This tree overhangs the bike path at the location indicated on the map. That is, on the bike path running parallel to Southern Cross Drive, on the Florey side up the hill from the pedestrian underpass connecting Page to Florey. This tree is between the walkways that connect Longley Place and Herman Close to the path. The tree is dead, and may fall across the path at any time."
744,940,Blind spot,General,"Need mirrors on all 4 corners of intersection. Very dangerous especially when vehicles parked on side of road, almost impossible to see on coming traffic."
745,942,Condition of road is extremely poor,General,The road surface of the cul-de-sac on Gilbert Crescent is in very poor condition. The road surface is very loose and has been encouraging some drivers to give their wheels a bit of a spin. I am worried that it's only a matter of time until this poses a risk of damage to a property or person.
746,944,Traffic Crosses Unbroken Centre Line,General,Cars travelling North on Forest Road Turn right into PJ Road/ Hill Street. Because of increased new units they then seek to enter the private road Jack Brabham Drive to access East Quarter.
747,947,Short cut,General,"Large trucks and b doubles take a short cut between pitt town road and Windsor road.children cycle up and down this road to the bmx park. plus large trucks at times park on the grass verge causeing ruts in the grass,"
748,949,Large potholes Quakers Road,General,"There are a number of large potholes immediately after the intersection on the northern side of Quakers road. As well as being access to a housing estate area, this road is used by people accessing the back entrance of the Nirimba Educational Precinct especially parents dropping children off at the child care centre."
